areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
Staten Island,Staten Island,borough,765050.000,762300.000,762300.000,789800.000,789800.000,789800.000,789800.000,789800.000,789800.000,778800.000,778800.000,778800.000,778800.000,778800.000,789800.000,789800.000,789800.000,789800.000,778800.000,767800.000,778800.000,778800.000,789800.000,778800.000,,,310000.000,310000.000,340000.000,350000.000,340000.000,227000.000,220000.000,220000.000,219000.000,215500.000,216500.000,218000.000,219000.000,224999.000,230000.000,229000.000,220000.000,239000.000,234500.000,229900.000,235444.000,235888.000,224950.000,225000.000,239250.000,249900.000,259000.000,259500.000,269450.000,259500.000,265950.000,299000.000,330000.000,345000.000,434500.000,429000.000,440000.000,417450.000,410000.000,429000.000,424900.000,334900.000,386950.000,334900.000,389900.000,424900.000,407400.000,445000.000,445000.000,450000.000,248395.000,349198.000,,,322500.000,325000.000,342500.000,,,,355000.000,375000.000,357400.000,337400.000,375000.000,398500.000,393500.000,372000.000,394000.000,399000.000,399000.000,399000.000,399900.000,429000.000,425000.000,429000.000,425000.000,427000.000,412000.000,409000.000,425000.000,427000.000,389450.000,389450.000,399000.000,425000.000,399888.000,399888.000,429000.000,429000.000,409000.000,409000.000,417000.000,405000.000,419000.000,444000.000,439000.000,444000.000,449999.000,454999.000,454500.000,449999.000,459999.000,470000.000,480000.000,411444.000,411444.000,459000.000,485000.000,469000.000,439500.000,474000.000,449000.000,449000.000,449500.000,449000.000,444450.000,462450.000,487000.000,499000.000,499000.000,435000.000,439000.000,434999.000,414999.000,399900.000,389500.000,384000.000,404500.000,399000.000,410000.000,449500.000,410000.000,454000.000,494000.000,488000.000,425000.000,425000.000,399000.000
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside,Queens,neighborhood,,,384800.000,378880.000,378880.000,378880.000,378880.000,378880.000,372960.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472905.000,,,,,,,,,412000.000,462000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Park,Brooklyn,neighborhood,425000.000,419000.000,389000.000,379000.000,,,,,,399000.000,379000.000,322000.000,322000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000.000,494500.000,609000.000,624500.000,599000.000,,,,580000.000,589500.000,,633500.000,668000.000,572500.000,587500.000,555000.000,548500.000,530000.000,538500.000,525000.000,527500.000,548000.000,545000.000,545000.000,560000.000,560000.000,539000.000,539000.000,525000.000,548500.000,547000.000,567500.000,585000.000,547000.000,568500.000,541000.000,572750.000,598500.000,572750.000,612000.000,634250.000,628750.000,628750.000,628750.000,626750.000,625500.000,625500.000,625000.000,642500.000,595000.000,585000.000,595000.000,595000.000,595000.000,622500.000,650000.000,735000.000,668000.000,718000.000,659000.000,595000.000,704000.000,,,720000.000,639000.000,639000.000,720000.000,742500.000,728588.000,728175.000,612900.000,608000.000,639888.000,623944.000,623944.000
The Rockaways,Queens,submarket,470355.000,470355.000,470355.000,470355.000,470355.000,470355.000,461000.000,454770.000,454770.000,461000.000,454770.000,424185.000,454770.000,454770.000,454770.000,393600.000,459240.000,454770.000,424185.000,459240.000,459240.000,459240.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000.000,399000.000,399000.000,399000.000,394000.000,412000.000,425000.000,399000.000,,,,472000.000,437000.000,464000.000,374500.000,427000.000,450000.000,354500.000,,,,429000.000,429000.000,482000.000,429000.000,529000.000,524000.000,489000.000,464000.000,464000.000,529000.000,532000.000,532000.000,529000.000,529000.000,499000.000,514000.000,468500.000,540000.000,540000.000,519000.000,499000.000,540000.000,519500.000,450000.000,472500.000,485000.000,455000.000,455000.000,455000.000,450000.000,549000.000,475000.000,482000.000,469000.000,482000.000,549000.000,455000.000,495000.000,437500.000,455000.000,455000.000,527000.000,529000.000,589000.000,659500.000,629500.000,599999.000,599999.000,599000.000,599000.000,575000.000,587000.000,637000.000,682000.000,618000.000,645000.000,594000.000,599000.000,599000.000,642000.000,642000.000,619000.000,599000.000,629000.000,650000.000,689000.000,689000.000,679000.000,652000.000,622000.000,625000.000,622000.000,675000.000,695000.000,575000.000,612500.000,612500.000,622000.000,695000.000,707000.000
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268137.000,227273.000,227273.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribeca,Manhattan,neighborhood,2410000.000,2500000.000,2500000.000,2565000.000,2650000.000,2565000.000,2650000.000,2650000.000,2495000.000,2550000.000,2550000.000,2625000.000,2387000.000,2495000.000,2750000.000,2750000.000,2695000.000,2525000.000,2725000.000,2695000.000,2745000.000,2475000.000,2500000.000,2695000.000,2702500.000,2800000.000,2825000.000,2742500.000,2735000.000,2725000.000,2530000.000,2650000.000,2875000.000,3065000.000,3100000.000,3125000.000,3262500.000,3495000.000,4100000.000,4275000.000,3900000.000,3972500.000,3900000.000,3750000.000,3770000.000,3900000.000,3900000.000,3975000.000,3995000.000,3985000.000,4100000.000,4350000.000,4550000.000,4700000.000,4850000.000,4950000.000,5295000.000,5450000.000,5450000.000,5685000.000,5667500.000,5750000.000,5500000.000,5500000.000,5450000.000,5495000.000,5495000.000,5495000.000,5495000.000,5450000.000,5495000.000,5500000.000,5495000.000,5467500.000,5175000.000,4995000.000,4912500.000,4925000.000,4900000.000,5225000.000,5250000.000,5400000.000,5435000.000,5435000.000,5650000.000,5500000.000,5450000.000,5250000.000,4997500.000,5000000.000,5407000.000,5495000.000,5200000.000,5087500.000,5225000.000,5212500.000,5262500.000,5000000.000,4995000.000,4872500.000,4895000.000,4895000.000,4912500.000,4850000.000,4795000.000,4795000.000,4650000.000,4720000.000,4525000.000,4512500.000,4337500.000,4297500.000,4250000.000,4162500.000,4400000.000,4312500.000,4195000.000,4120000.000,4172500.000,4025000.000,4135000.000,4150000.000,4150000.000,4150000.000,4362500.000,3995000.000,3950000.000,3992500.000,3995000.000,4000000.000,4000000.000,4097500.000,4442500.000,4395000.000,3997000.000,3997000.000,3995000.000,4125000.000,4226500.000,4450000.000,4495000.000,4500000.000,4499500.000,4495000.000,4100000.000,3972500.000,3950000.000,3950000.000,3950000.000,3950000.000,4000000.000,4075000.000,4000000.000,4100000.000,4225000.000,4372500.000,4250000.000,4250000.000,4125000.000,4329000.000,4250000.000,4272500.000,4495000.000,4762500.000,4895000.000
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper East Side,Manhattan,neighborhood,1585000.000,1595000.000,1597000.000,1650000.000,1650000.000,1674875.000,1589000.000,1589000.000,1576250.000,1595000.000,1595000.000,1576250.000,1525000.000,1509500.000,1438750.000,1400000.000,1425000.000,1400000.000,1426250.000,1426250.000,1495000.000,1495000.000,1499000.000,1499000.000,1525000.000,1525000.000,1575000.000,1535000.000,1509010.000,1575000.000,1595000.000,1575000.000,1649000.000,1792000.000,1849000.000,1849000.000,1862500.000,1850000.000,1850000.000,1875000.000,2037500.000,2300000.000,2300000.000,2195000.000,2350000.000,2350000.000,2425000.000,2495000.000,2600000.000,2500000.000,2770000.000,2595000.000,2450000.000,2375000.000,2350000.000,2395000.000,2500000.000,2497500.000,2595000.000,2680000.000,2799500.000,2500000.000,2290000.000,2200000.000,2372500.000,2290000.000,2365000.000,2450000.000,2350000.000,2232500.000,2495000.000,2600000.000,2650000.000,2500000.000,2495000.000,2565000.000,2595000.000,2499500.000,2600000.000,2650000.000,2647500.000,2595000.000,2637500.000,2720000.000,2599500.000,2550000.000,2475000.000,2567500.000,2475000.000,2480000.000,2475000.000,2480000.000,2395000.000,2427500.000,2550000.000,2685000.000,2500000.000,2400000.000,2495000.000,2500000.000,2495000.000,2495000.000,2500000.000,2395000.000,2300000.000,2295000.000,2295000.000,2295000.000,2235000.000,2250000.000,2172500.000,2225000.000,2450000.000,2262500.000,2202500.000,2095000.000,2000000.000,2195000.000,2300000.000,2450000.000,2495000.000,2495000.000,2495000.000,2595000.000,2595000.000,2475000.000,2297500.000,2150000.000,2185000.000,2175000.000,2175000.000,2250000.000,2300000.000,2279500.000,2255000.000,2250000.000,2250000.000,2269750.000,2350000.000,2260000.000,2395000.000,2692500.000,2550000.000,2692500.000,2500000.000,2495000.000,2399250.000,2357500.000,2499999.000,2497500.000,2450000.000,2500000.000,2489000.000,2597500.000,2869000.000,2925000.000,2795000.000,2772500.000,2595000.000,2725000.000,2699000.000,2597000.000,2745000.000,2693500.000,2600000.000
Upper West Side,Manhattan,neighborhood,1495000.000,1499500.000,1495000.000,1445000.000,1495000.000,1495000.000,1512500.000,1497000.000,1499000.000,1495000.000,1650000.000,1640000.000,1560000.000,1690000.000,1625000.000,1795000.000,1795000.000,1797000.000,1795000.000,1792000.000,1672500.000,1695000.000,1725000.000,1795000.000,1695000.000,1650000.000,1700000.000,1660000.000,1635000.000,1595000.000,1450000.000,1582000.000,1650000.000,1575000.000,1547500.000,1500000.000,1550000.000,1487500.000,1450000.000,1450000.000,1475000.000,1555000.000,1680000.000,1650000.000,1670000.000,1782500.000,1837000.000,2150000.000,2232500.000,2050000.000,2055000.000,2055000.000,1997500.000,1950000.000,1874500.000,1900000.000,2150000.000,2332500.000,2425000.000,2395000.000,2297500.000,2270000.000,2297500.000,2320000.000,2336800.000,2475000.000,2455000.000,2550000.000,2535000.000,2597500.000,2687500.000,2800000.000,2772000.000,2750000.000,2750000.000,2750000.000,2624500.000,2575000.000,2600000.000,2700000.000,2575000.000,2500000.000,2675000.000,2825000.000,2685000.000,2685000.000,2500000.000,2495000.000,2495000.000,2495000.000,2495000.000,2497500.000,2600000.000,2549500.000,2677500.000,2595000.000,2695000.000,2600000.000,2445000.000,2350000.000,2385000.000,2375000.000,2395000.000,2440000.000,2350000.000,2497000.000,2437500.000,2595000.000,2550000.000,2600000.000,2495000.000,2395000.000,2362500.000,2395000.000,2385000.000,2350000.000,2425000.000,2375000.000,2565000.000,2745000.000,2492500.000,2492500.000,2470000.000,2395000.000,2195000.000,2300000.000,1999500.000,1995000.000,2050000.000,1900000.000,1895000.000,1995000.000,1995000.000,2100000.000,2195000.000,2435000.000,2495000.000,2492500.000,2400000.000,2490000.000,2499500.000,2425000.000,2396500.000,2450000.000,2650000.000,2570000.000,2595000.000,2595000.000,2650000.000,2545000.000,2597500.000,2750000.000,2805000.000,2912500.000,2737500.000,2697500.000,2695000.000,2597500.000,2625000.000,2520000.000,2350000.000,2259800.000,2350000.000,2447500.000,2535000.000
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Heights,Manhattan,neighborhood,503960.000,497250.000,483250.000,473760.000,473760.000,475630.000,475630.000,468825.000,471293.000,449330.000,459413.000,468825.000,422500.000,387500.000,392000.000,414000.000,392000.000,417500.000,415000.000,383000.000,358500.000,410000.000,415000.000,449000.000,415000.000,412500.000,415000.000,410000.000,415000.000,449000.000,432000.000,449000.000,449000.000,430000.000,375000.000,370000.000,357500.000,357500.000,357500.000,365000.000,367000.000,367000.000,449000.000,425000.000,449000.000,462000.000,462000.000,495000.000,449000.000,449000.000,498000.000,520000.000,528000.000,526500.000,535000.000,536500.000,536500.000,550000.000,598000.000,604000.000,623500.000,499000.000,513000.000,501500.000,510500.000,606000.000,591000.000,591000.000,569000.000,569000.000,569000.000,570000.000,570000.000,594000.000,594000.000,584000.000,582000.000,599500.000,612000.000,630000.000,642000.000,632500.000,649000.000,639500.000,614500.000,589000.000,608500.000,620000.000,622500.000,625000.000,715000.000,715000.000,609000.000,631000.000,625450.000,625000.000,628450.000,650000.000,668850.000,690000.000,633925.000,684000.000,678000.000,678000.000,638000.000,678000.000,658000.000,678000.000,678250.000,699000.000,694500.000,676500.000,623000.000,623000.000,636500.000,644000.000,632500.000,658000.000,640000.000,625000.000,632000.000,625000.000,632000.000,639000.000,635000.000,635000.000,617000.000,659000.000,639000.000,627000.000,602000.000,579000.000,560000.000,562000.000,625000.000,675000.000,666250.000,625000.000,630000.000,635000.000,670000.000,665000.000,670000.000,630000.000,625000.000,627500.000,630000.000,613300.000,615000.000,625000.000,615000.000,615000.000,615000.000,649000.000,637000.000,649000.000,649000.000,637000.000,662000.000,622500.000,625000.000,630000.000,659000.000,678500.000,678500.000
West Harlem,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018000.000,865000.000,1033000.000,1048000.000,1033000.000,1058000.000,1058000.000,1058000.000,1150000.000,1184000.000,,,,,,,,,,,1327500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Village,Manhattan,neighborhood,2595000.000,2497500.000,2495000.000,2497500.000,2490000.000,2387500.000,2095000.000,2095000.000,2100000.000,2250000.000,2022500.000,2350000.000,2299500.000,2400000.000,2695000.000,2462500.000,2135000.000,2175000.000,1995000.000,1985000.000,1960000.000,2295000.000,2437500.000,2175000.000,2450000.000,2425000.000,2595000.000,3072500.000,3200000.000,3250000.000,3050000.000,2395000.000,3550000.000,3550000.000,4500000.000,4500000.000,3500000.000,4350000.000,6000000.000,5550000.000,4550000.000,4275000.000,4300000.000,3895000.000,3999000.000,4430000.000,4985000.000,5450000.000,5550000.000,5250000.000,5122500.000,4725000.000,4800000.000,5325000.000,5950000.000,5950000.000,4975000.000,4820000.000,4840000.000,5400000.000,5995000.000,5947500.000,5825000.000,4860000.000,4700000.000,5400000.000,4860000.000,5825000.000,5550000.000,4995000.000,5925000.000,6500000.000,4995000.000,4950000.000,4490000.000,4100000.000,4175000.000,4100000.000,4100000.000,4437500.000,4437500.000,4335000.000,4295000.000,4500000.000,4700000.000,4000000.000,3300000.000,3300000.000,3750000.000,3997500.000,3995000.000,3820000.000,3495000.000,3497500.000,3472500.000,3450000.000,3225000.000,3350000.000,3250000.000,3550000.000,3472500.000,3450000.000,4895000.000,3522500.000,4100000.000,3875000.000,3497500.000,4960000.000,4925000.000,4200000.000,4747500.000,4999000.000,4995000.000,4672500.000,4312500.000,4672500.000,4750000.000,5250000.000,4965000.000,4965000.000,4595000.000,4300000.000,4400000.000,4950000.000,4772500.000,4200000.000,3972500.000,3925000.000,3625000.000,3589000.000,3500000.000,2720000.000,3126000.000,3589000.000,2999000.000,2550000.000,2672500.000,2495000.000,3190000.000,3550000.000,4000000.000,3450000.000,3350000.000,4250000.000,4995000.000,4750000.000,4872500.000,3742500.000,4250000.000,4250000.000,4250000.000,4225000.000,4625000.000,4097500.000,2995000.000,3892500.000,3882500.000,4097500.000,3750000.000,2950000.000,3640000.000,3862500.000,2450000.000,2719000.000,3200000.000
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitestone,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628000.000,,,,,,1393000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg,Brooklyn,neighborhood,625000.000,625000.000,625000.000,629000.000,639000.000,639000.000,639000.000,625000.000,615000.000,599000.000,625000.000,609000.000,615000.000,599000.000,625000.000,599000.000,635000.000,599000.000,590000.000,599000.000,625000.000,679000.000,650000.000,677000.000,650000.000,669000.000,699000.000,725000.000,777000.000,750000.000,750000.000,749500.000,689000.000,659600.000,687000.000,675000.000,699000.000,745000.000,787000.000,849000.000,885000.000,865650.000,877000.000,880000.000,899000.000,899000.000,950000.000,983750.000,949000.000,949750.000,959000.000,1077500.000,1100000.000,1055000.000,995000.000,1055000.000,1185000.000,1194500.000,1199000.000,1192500.000,1185000.000,1125000.000,1125000.000,1135000.000,1192500.000,1125000.000,1100000.000,1135000.000,1095000.000,1135000.000,1135000.000,1130000.000,1199500.000,1142500.000,1212500.000,1150000.000,1195000.000,1142000.000,1162500.000,1149000.000,1135000.000,1129000.000,1195000.000,1162500.000,1175000.000,1175000.000,1101050.000,1175000.000,1192500.000,1212500.000,1199500.000,1195000.000,1195000.000,1199500.000,1185000.000,1180000.000,1155000.000,1195000.000,1222500.000,1250000.000,1250000.000,1210000.000,1237500.000,1250000.000,1250000.000,1265000.000,1295000.000,1324999.000,1312500.000,1297000.000,1200000.000,1275000.000,1267000.000,1275000.000,1250000.000,1250000.000,1249000.000,1250000.000,1250000.000,1250000.000,1250000.000,1299000.000,1295000.000,1295000.000,1249000.000,1199000.000,1199500.000,1249000.000,1225000.000,1225000.000,1249500.000,1240000.000,1249500.000,1250000.000,1225000.000,1254000.000,1295000.000,1275000.000,1295000.000,1335000.000,1295000.000,1299000.000,1325000.000,1300000.000,1300000.000,1298000.000,1250000.000,1200000.000,1250000.000,1245000.000,1299000.000,1467500.000,1457500.000,1350000.000,1325000.000,1295000.000,1267500.000,1422500.000,1362000.000,1299999.000,1435000.000,1362500.000,1299999.000,1299999.000,1362000.000
Windsor Terrace,Brooklyn,neighborhood,,,575000.000,550000.000,575000.000,550000.000,562500.000,550000.000,550000.000,550000.000,550000.000,550000.000,550000.000,550000.000,550000.000,582000.000,585000.000,590000.000,,604500.000,574000.000,524250.000,,,,454500.000,549000.000,590000.000,590000.000,532500.000,,,,,,,,,,,,,,,,,,,,,,,,,787000.000,,,774500.000,720500.000,,,,,,,,,,,847000.000,827000.000,,,,,842000.000,854000.000,862500.000,862500.000,887000.000,,,,,,,,,1025000.000,985500.000,1005250.000,975000.000,970000.000,959500.000,949000.000,,,,,,1182000.000,,,,,,,,,,,874500.000,899000.000,899000.000,907000.000,,,,899000.000,762000.000,765000.000,695000.000,,,,999000.000,912000.000,795000.000,795000.000,899500.000,899500.000,924000.000,949500.000,924000.000,975000.000,997000.000,997000.000,965000.000,980000.000,1060000.000,995000.000,995000.000,995000.000,,,995000.000,1049500.000,1167500.000,1192000.000,1174500.000,1199000.000,,,,,,,,,,,,,,
Woodhaven,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodlawn,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodside,Queens,neighborhood,479000.000,479000.000,479000.000,479000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000.000,,,,472500.000,,,525000.000,,,,,,,,,,,,,,539000.000,539000.000,649000.000,694500.000,644500.000,,599000.000,,,632500.000,668000.000,741500.000,793000.000,694700.000,699400.000,719000.000,709200.000,608000.000,603470.000,608940.000,618000.000,636500.000,636500.000,636500.000,610000.000,610000.000,604000.000,560000.000,569000.000,540000.000,540000.000,535000.000,535000.000,535000.000,537500.000,540000.000,598000.000,598000.000,598500.000,598500.000,599000.000,599000.000,569500.000,599000.000,599000.000,598500.000,599500.000,600000.000,612500.000,618000.000,623944.000,599500.000,599500.000,599000.000,689500.000,689000.000,673500.000,694500.000,665000.000,668500.000,658000.000,658000.000,668500.000,672000.000,685500.000,699000.000,665000.000,682000.000,658000.000,599000.000,599000.000,598500.000,598000.000,598000.000,578000.000
Woodstock,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
